Reittitunnus	Nimi	Japi_id	Pono	Jakelukohde	Elementtinumero	KRD_Vyohyke	I_koordinatti	P_koordinatti	Japityyppi	Matkajapille	Hissi	Kerros	jnro	Jakti Internal Sequence
6210014	Murtomäentie 37 as 2	2166871	62290	981225	706542	3	3315214	6990293	4080	0			20020	2
6210014	Murtomäentie 21	2166872	62290	981227	706542	3	3315147	6990273	4080	0			20040	1
6210014	Murtomäentie 6	2166873	62290	981227	706542	3	3315147	6990273	4080	0			20050	2
6210014	Hirvijoentie 404 as 1	2166874	62290	981228	706542	3	3314819	6989906	4080	0			20070	1
6210014	Hirvijoentie 406	2166876	62290	981228	706542	3	3314819	6989906	4080	0			20080	2
6210014	Hirvijoentie 426	4035023	62290	2913872	706542	3	3314792	6989756	4080	0			20100	1
6210014	Korpelantie 40 as 1	2166877	62290	981230	706542	3	3314759	6989576	4080	0			20120	1
6210014	Korpelantie 40 as 2	2166878	62290	981230	706542	3	3314759	6989576	4080	0			20130	2
6210014	Korpelantie 56	2166879	62290	981230	706542	3	3314759	6989576	4080	0			20140	3
6210014	Hirvijoentie 447	2166884	62290	981235	706542	3	3314788	6989497	4080	0			20160	1
6210014	Hirvijoentie 449 as 1	2166880	62290	981235	706542	3	3314788	6989497	4080	0			20170	2
6210014	Hirvijoentie 451	2166882	62290	981235	706542	3	3314788	6989497	4080	0			20180	3
6210014	Hirvijoentie 485	2166883	62290	981234	706542	3	3314808	6989099	4080	0			20200	1
6210014	Hirvijoentie 494	2166885	62290	981236	706542	3	3314796	6989011	4080	0			20220	1
6210014	Hirvijoentie 504	2166886	62290	981237	706542	3	3314767	6988898	4080	0			20240	1
6210014	Hirvijoentie 508	2166887	62290	981238	706542	3	3314762	6988859	4080	0			20260	1
6210014	Hirvijoentie 512	2166888	62290	981239	706542	3	3314762	6988859	4080	0			20280	2
6210014	Hirvijoentie 520	2166889	62290	981240	706542	3	3314806	6988764	5009	0			20300	1
6210014	Vanhanmäentie 14	2166890	62290	981241	706542	3	3315009	6988742	4057	0			20320	1
6210014	Vanhanmäentie 62 as 1	2166891	62290	981242	706542	3	3315416	6988888	4080	0			20340	1
6210014	Vanhanmäentie 62 as 2	2166892	62290	981242	706542	3	3315416	6988888	4080	0			20350	2
6210014	Vanhanmäentie 89	2166893	62290	981243	706542	3	3315416	6988888	5009	0			20370	3
6210014	Vanhanmäentie 96	2166894	62290	981244	706542	3	3315416	6988888	5009	0			20390	4
6210014	Hirvijoentie 548	2166895	62290	981245	706542	3	3314936	6988519	5009	0			20410	1
6210014	Hirvijoentie 550 as 1	2166896	62290	981245	706542	3	3314936	6988519	4080	0			20420	2
6210014	Hirvijoentie 550 as 2	2166897	62290	981245	706542	3	3314936	6988519	4080	0			20430	3
6210014	Hirvijoentie 338	2166899	62290	981248	706542	3	3314792	6990506	4080	0			20450	1
6210014	Hirvijoentie 314	2166900	62290	981249	706542	3	3314743	6990754	4080	0			20470	1
6210014	Alajärventie 1738	2166803	62290	981168	706542	3	3312238	6993459	4080	0			20490	1
6210014	Alajärventie 1520	4004490	62290	2913873	706542	3	3310505	6994314	4080	0			20510	1
6210014	Alajärventie 480	2392475	62100	3282397	706542	3	3300913	6993424	4080	0			20530	1
6210014	Simpsiöntie 93	2305393	62100	1070701	S331255	3	3295760	6992150	4080	0			20560	1
6210014	Irmantie 6	2305391	62100	1070701	S331255	3	3295760	6992150	4080	0			20570	2
6210014	Irmantie 4	2305392	62100	1070701	S331255	3	3295760	6992150	4080	0			20580	3
6210014	Irmantie 2	4058445	62100	1070701	S331255	3	3295760	6992150	4080	0			20590	4
6210014	Sainintie 1	4000634	62100	1070704	S331255	3	3296070	6992211	4080	0			20610	1
6210014	Sainintie 4	2305394	62100	1070704	S331255	3	3296070	6992211	4080	0			20620	2
6210014	Sainintie 5	4000636	62100	1070704	S331255	3	3296070	6992211	4080	0			20630	3
6210014	Sainintie 3	4000635	62100	1070704	S331255	3	3296070	6992211	4080	0			20640	4
6210014	Sainintie 8	2305395	62100	1070704	S331255	3	3296070	6992211	4080	0			20650	5
6210014	Sainintie 7	4000638	62100	1070704	S331255	3	3296070	6992211	4080	0			20660	6
6210014	Sainintie 10	2305396	62100	1070704	S331255	3	3296070	6992211	4080	0			20670	7
6210014	Sainintie 6	4000637	62100	1070704	S331255	3	3296070	6992211	4080	0			20680	8
6210014	Niilontie 1 B 5	2305401	62100	1070706	S331255	3	3296137	6992098	4080	0			20700	1
6210014	Niilontie 1 D 11	2305407	62100	1070706	S331255	3	3296137	6992098	4080	0			20710	2
6210014	Niilontie 2	4190637	62100	1070706	S331255	3	3296137	6992098	4080	0			20720	3
6210014	Niilontie 1 A 1	2305397	62100	1070706	S331255	3	3296137	6992098	4080	0			20730	4
6210014	Niilontie 1 A 2	2305398	62100	1070706	S331255	3	3296137	6992098	4080	0			20740	5
6210014	Niilontie 1 A 3	2305399	62100	1070706	S331255	3	3296137	6992098	4080	0			20750	6
6210014	Niilontie 1 A 4	2305400	62100	1070706	S331255	3	3296137	6992098	4080	0			20760	7
6210014	Niilontie 1 B 6	2305402	62100	1070706	S331255	3	3296137	6992098	4080	0			20770	8
6210014	Niilontie 1 B 7	2305403	62100	1070706	S331255	3	3296137	6992098	4080	0			20780	9
6210014	Niilontie 1 B 8	2305404	62100	1070706	S331255	3	3296137	6992098	4080	0			20790	10
6210014	Niilontie 1 C 9	2305405	62100	1070706	S331255	3	3296137	6992098	4080	0			20800	11
6210014	Niilontie 1 C 10	2305406	62100	1070706	S331255	3	3296137	6992098	4080	0			20810	12
6210014	Niilontie 1 D 12	2305408	62100	1070706	S331255	3	3296137	6992098	4080	0			20820	13
6210014	Niilontie 1 D 13	2305409	62100	1070706	S331255	3	3296137	6992098	4080	0			20830	14
6210014	Niilontie 1 D 14	2305410	62100	1070706	S331255	3	3296137	6992098	4080	0			20840	15
6210014	Niilontie 4	4190638	62100	3275304	S331255	3	3296137	6992098	4080	0			20870	16
6210014	Niilontie 3	4342638	62100	3275304	S331255	3	3296192	6992125	4080	0			20860	1
6210014	Niilontie 6	4190639	62100	3275304	S331255	3	3296192	6992125	4080	0			20880	2
6210014	Niilontie 5	4080482	62100	3275304	S331255	3	3296220	6992138	4058	0			20890	1
6210014	Niilontie 8	3490602	62100	3275304	S331255	3	3296220	6992138	4080	0			20900	2
6210014	Niilontie 7	3490603	62100	3275304	S331255	3	3296249	6992155	4080	0			20910	1
6210014	Niilontie 10	4000640	62100	3275304	S331255	3	3296249	6992155	4080	0			20920	2
6210014	Niilontie 12	4190641	62100	3275304	S331255	3	3296249	6992155	4080	0			20930	3
6210014	Niilontie 9	3490601	62100	3275304	S331255	3	3296249	6992155	4080	0			20940	4
6210014	Iitantie 12	4041536	62100	2929075	S331255	3	3296210	6992237	4057	0			20960	1
6210014	Osmontie 7	4262178	62100	2929075	S331255	3	3296210	6992237	4080	0			20970	2
6210014	Osmontie 5	4414056	62100	3674876	S331255	3	3296167	6992215	4080	0			20990	1
6210014	Osmontie 3	4509681	62100	3674876	S331255	3	3296087	6992176	4080	0			21000	1
6210014	Osmontie 1 A	5362388	62100	3584695	S331255	3	3296108	6992184	4080	0			21020	1
6210014	Osmontie 1 B	5506190	62100	3584695	S331255	3	3296107	6992189	4080	0			21030	1
6210014	Luhtatie 2	2305412	62100	3423072	S331255	3	3296131	6991901	4080	0			21050	1
6210014	Luhtatie 1	2305411	62100	3423072	S331255	3	3296131	6991901	4080	0			21060	2
6210014	Luhtatie 3	2305413	62100	3423072	S331255	3	3296131	6991901	4080	0			21070	3
6210014	Luhtatie 4	3999775	62100	3275306	S331255	3	3296220	6991943	4080	0			21090	1
6210014	Luhtatie 5	2305414	62100	3275306	S331255	3	3296220	6991943	4080	0			21100	2
6210014	Luhtatie 7	2305415	62100	3275306	S331255	3	3296220	6991943	4080	0			21110	3
6210014	Luhtatie 6	4091044	62100	3275306	S331255	3	3296220	6991943	4080	0			21120	4
6210014	Luhtatie 9	2305416	62100	1070715	S331255	3	3296270	6991966	4080	0			21140	1
6210014	Luhtatie 11	2305417	62100	1070715	S331255	3	3296270	6991966	4080	0			21150	2
6210014	Luhtatie 8	4042729	62100	1070715	S331255	3	3296270	6991966	4080	0			21160	3
6210014	Luhtatie 10	4133128	62100	1070715	S331255	3	3296270	6991966	4080	0			21170	4
6210014	Luhtatie 12	3871478	62100	1070717	S331255	3	3296344	6992005	4080	0			21190	1
6210014	Luhtatie 13	2305418	62100	1070717	S331255	3	3296344	6992005	4080	0			21200	2
6210014	Luhtatie 15	2305419	62100	1070717	S331255	3	3296344	6992005	4080	0			21210	3
6210014	Luhtatie 14	4193861	62100	1070717	S331255	3	3296344	6992005	4080	0			21220	4
6210014	Takakuja 36	4608038	62100	3276833	S331255	3	3296321	6992099	4080	0			21240	1
6210014	Ilmarintie 9	3998242	62100	2912244	S331255	3	3296289	6992094	4080	0			21260	1
6210014	Ilmarintie 8	3998241	62100	2912244	S331255	3	3296289	6992094	4080	0			21270	2
6210014	Ilmarintie 7	3900864	62100	2925182	S331255	3	3296236	6992069	4080	0			21290	1
6210014	Ilmarintie 6	4612124	62100	2925182	S331255	3	3296236	6992069	4080	0			21300	2
6210014	Ilmarintie 5	4006232	62100	2925182	S331255	3	3296236	6992069	4080	0			21310	3
6210014	Ilmarintie 4	4234360	62100	2925182	S331255	3	3296236	6992069	4080	0			21320	4
6210014	Ilmarintie 3	4268593	62100	2925182	S331255	3	3296167	6992034	4080	0			21330	1
6210014	Ilmarintie 1	4028183	62100	2925180	S331255	3	3296167	6992034	4080	0			21350	2
6210014	Joukontie 1	2305421	62100	1070720	S331255	3	3295874	6992173	4080	0			21370	1
6210014	Joukontie 3	3879571	62100	1070720	S331255	3	3295874	6992173	4080	0			21380	2
6210014	Joukontie 5	3998243	62100	1070721	S331255	3	3295886	6992095	4080	0			21400	1
6210014	Joukontie 4	2305424	62100	1070721	S331255	3	3295886	6992095	4080	0			21410	2
6210014	Joukontie 7	2305423	62100	1070721	S331255	3	3295886	6992095	4080	0			21420	3
6210014	Joukontie 6	2305422	62100	1070721	S331255	3	3295886	6992095	4080	0			21430	4
6210014	Tapanintie 1	2305426	62100	1070725	S331255	3	3295912	6991888	4080	0			21450	1
6210014	Tapanintie 2	2305427	62100	1070725	S331255	3	3295912	6991888	4080	0			21460	2
6210014	Tapanintie 4	4569241	62100	3265512	S331255	3	3295914	6991886	4080	0			21480	1
6210014	Kankaantie 5	2305431	62100	1070731	S331255	3	3296048	6991800	4080	0			21500	1
6210014	Kankaantie 3	2305432	62100	1070731	S331255	3	3296048	6991800	4080	0			21510	2
6210014	Kukkukankaantie 1	2305433	62100	1070732	S331255	3	3296017	6991749	4080	0			21530	1
6210014	Kukkukankaantie 2	2305434	62100	1070732	S331255	3	3296017	6991749	4080	0			21540	2
6210014	Kukkukankaantie 6	2305435	62100	1070737	S331255	3	3295991	6991751	4080	0			21560	1
6210014	Kukkukankaantie 4	2305436	62100	1070737	S331255	3	3295991	6991751	4080	0			21570	2
6210014	Kukkukankaantie 3	2305438	62100	1070737	S331255	3	3295991	6991751	4080	0			21580	3
6210014	Kukkukankaantie 9	2305439	62100	1070740	S331255	3	3295934	6991756	4080	0			21600	1
6210014	Kukkukankaantie 8	2305440	62100	1070740	S331255	3	3295934	6991756	4080	0			21610	2
6210014	Kukkukankaantie 7	2305441	62100	1070740	S331255	3	3295934	6991756	4080	0			21620	3
6210014	Kukkukankaantie 11	2305442	62100	1070741	S331255	3	3295882	6991761	4080	0			21640	1
6210014	Kukkukankaantie 10	4502171	62100	1070741	S331255	3	3295882	6991761	4080	0			21650	2
6210014	Kukkukankaantie 12	2305443	62100	1070742	S331255	3	3295849	6991764	4080	0			21670	1
6210014	Kukkukankaantie 13	2305444	62100	1070742	S331255	3	3295849	6991764	4080	0			21680	2
6210014	Nikkarintie 1	4116064	62100	972034	S331255	3	3296266	6991592	4057	0			21700	1
6210014	Nikkarintie 2	2153867	62100	972034	S331255	3	3296266	6991592	4080	0			21710	2
6210014	Nikkarintie 6	2153869	62100	972034	S331255	3	3296266	6991592	4080	0			21720	3
6210014	Nikkarintie 8	5538158	62100	972034	S331255	3	3296266	6991592	4080	0			21730	4
6210014	Nikkarintie 10	2153871	62100	972034	S331255	3	3296266	6991592	4080	0			21740	5
6210014	Nikkarintie 4	2153868	62100	972034	S331255	3	3296266	6991592	4080	0			21750	6
6210014	Nikkarintie 12	2153873	62100	2938582	S331255	3	3296144	6991553	4080	0			21770	1
6210014	Ketolantie 7	2153877	62100	972043	S331255	3	3296690	6991939	4080	0			21790	1
6210014	Ketolantie 9	4001291	62100	972043	S331255	3	3296690	6991939	4080	0			21800	2
6210014	Härsiläntie 95	2153711	62100	971881	704016	3	3296878	6992110	4080	0			21830	1
6210014	Härsiläntie 97	2153712	62100	971882	704016	3	3296860	6992134	4080	0			21850	1
6210014	Härsiläntie 98	2153713	62100	971883	704016	3	3296821	6992175	4080	0			21870	1
6210014	Härsiläntie 103 B	5412764	62100	971883	704016	3	3296821	6992175	4080	0			21880	2
6210014	Härsiläntie 103 A	5412763	62100	971883	704016	3	3296821	6992175	4080	0			21890	3
6210014	Härsiläntie 105	2153715	62100	971885	704016	3	3296795	6992207	4080	0			21910	1
6210014	Härsiläntie 113	4255571	62100	971885	704016	3	3296784	6992216	4080	0			21920	1
6210014	Härsiläntie 118	5466481	62100	2912233	704016	3	3296720	6992290	4080	0			21940	1
6210014	Härsiläntie 119	3998222	62100	2912233	704016	3	3296720	6992290	4080	0			21950	2
6210014	Härsiläntie 122	2153719	62100	2912233	704016	3	3296687	6992339	4080	0			21960	1
6210014	Härsiläntie 126	2153718	62100	3674877	704016	3	3296687	6992339	4057	0			21980	2
6210014	Härsiläntie 128	2153717	62100	3674877	704016	3	3296687	6992339	4080	0			21990	3
6210014	Ikolantie 1	2153725	62100	3674878	704016	3	3296687	6992339	4080	0			22010	4
6210014	Ikolantie 2	2153726	62100	3674878	704016	3	3296687	6992339	4080	0			22020	5
6210014	Ikolantie 4	2153724	62100	3674878	704016	3	3296687	6992339	4080	0			22030	6
6210014	Ikolantie 5	4585437	62100	3674878	704016	3	3296687	6992339	4080	0			22040	7
6210014	Ikolantie 6	2153723	62100	3674878	704016	3	3296687	6992339	4080	0			22050	8
6210014	Ikolantie 9	2153720	62100	3674878	704016	3	3296687	6992339	4080	0			22060	9
6210014	Aukustintie 8	2153728	62100	971897	704016	3	3296626	6992395	4080	0			22080	1
6210014	Aukustintie 3	2153727	62100	971897	704016	3	3296626	6992395	4080	0			22090	2
6210014	Lyylintie 15	2153730	62100	971901	704016	3	3296597	6992440	4080	0			22110	1
6210014	Lyylintie 12	2153731	62100	971901	704016	3	3296597	6992440	4080	0			22120	2
6210014	Tuomaantie 5	4234370	62100	3274820	704016	3	3296597	6992440	4080	0			22140	3
6210014	Tuomaantie 9	2153734	62100	3274820	704016	3	3296441	6992381	4080	0			22150	1
6210014	Tuomaantie 19	2153735	62100	971905	704016	3	3296353	6992344	4080	0			22170	1
6210014	Härsiläntie 151	2153736	62100	971906	704016	3	3296535	6992510	4080	0			22190	1
6210014	Pitkäkuja 10	4346228	62100	971913	704016	3	3296312	6992455	4080	0			22210	1
6210014	Pitkäkuja 15	2153740	62100	971913	704016	3	3296312	6992455	4080	0			22220	2
6210014	Takakuja 68	2305420	62100	971913	704016	3	3296312	6992455	4080	0			22230	3
6210014	Pitkäkuja 18	2153741	62100	971913	704016	3	3296312	6992455	4080	0			22240	4
6210014	Pitkäkuja 28	4384035	62100	971913	704016	3	3296312	6992455	4080	0			22250	5
6210014	Pitkäkuja 30	2153742	62100	971913	704016	3	3296312	6992455	4080	0			22260	6
6210014	Pitkäkuja 32	4000595	62100	971913	704016	3	3296312	6992455	4080	0			22270	7
6210014	Pitkäkuja 14	2153739	62100	971913	704016	3	3296312	6992455	4080	0			22290	8
6210014	Härsiläntie 156	2153737	62100	971913	704016	3	3296507	6992547	4080	0			22280	1
6210014	Pitkäkuja 11	2153744	62100	971913	704016	3	3296507	6992547	4080	0			22300	2
6210014	Härsiläntie 155	2153743	62100	971913	704016	3	3296507	6992547	4080	0			22310	3
6210014	Härsiläntie 165	2153746	62100	971915	704016	3	3296461	6992610	4080	0			22330	1
6210014	Härsiläntie 159	2153745	62100	971915	704016	3	3296461	6992610	4080	0			22340	2
6210014	Härsiläntie 162	4116075	62100	971915	704016	3	3296461	6992610	4057	0			22350	3
6210014	Härsiläntie 166	2153748	62100	971915	704016	3	3296461	6992610	4080	0			22360	4
6210014	Härsiläntie 173	2153749	62100	971919	704016	3	3296412	6992690	4080	0			22380	1
6210014	Härsiläntie 174	2153751	62100	971919	704016	3	3296412	6992690	4080	0			22390	2
6210014	Härsiläntie 176	2153753	62100	971919	704016	3	3296412	6992690	4080	0			22400	3
6210014	Härsiläntie 171	2153750	62100	971919	704016	3	3296412	6992690	4057	0			22410	4
6210014	Härsiläntie 175	2153752	62100	971919	704016	3	3296412	6992690	4080	0			22420	5
6210014	Härsiläntie 172	4871112	62100	971919	704016	3	3296399	6992685	4080	0			22430	1
6210014	Härsiläntie 178	2153754	62100	971924	704016	3	3296332	6992790	4080	0			22450	1
6210014	Perälänpolku 16	2153755	62100	971924	704016	3	3296332	6992790	4080	0			22460	2
6210014	Perälänpolku 15	2153756	62100	971924	704016	3	3296332	6992790	4080	0			22470	3
6210014	Perälänpolku 3	2153757	62100	971924	704016	3	3296332	6992790	4080	0			22480	4
6210014	Härsiläntie 180	2153758	62100	971924	704016	3	3296332	6992790	4080	0			22490	5
6210014	Härsiläntie 182	2153759	62100	971924	704016	3	3296332	6992790	4080	0			22500	6
6210014	Härsiläntie 192	2153760	62100	971931	704016	3	3296294	6992844	4080	0			22520	1
6210014	Härsiläntie 191	2153761	62100	971931	704016	3	3296294	6992844	4080	0			22530	2
6210014	Härsiläntie 212	2153762	62100	971932	704016	3	3296224	6992942	4080	0			22550	1
6210014	Härsiläntie 216	2153763	62100	971933	704016	3	3296192	6992993	4058	0			22570	1
6210014	Härsiläntie 217	2153764	62100	971933	704016	3	3296192	6992993	4080	0			22580	2
6210014	Härsiläntie 221	2153768	62100	971933	704016	3	3296192	6992993	4080	0			22590	3
6210014	Härsiläntie 219	2153766	62100	971933	704016	3	3296192	6992993	4080	0			22600	4
6210014	Härsiläntie 218	2153767	62100	971936	704016	3	3296134	6993093	4080	0			22620	1
6210014	Härsiläntie 222	5743113	62100	971936	704016	3	3296134	6993093	4080	0			22630	2
6210014	Härsiläntie 220	2153769	62100	971936	704016	3	3296134	6993093	4080	0			22640	3
6210014	Syreenikuja 5	2153771	62100	971940	704016	3	3296090	6993164	4080	0			22660	1
6210014	Syreenikuja 6	2153770	62100	971940	704016	3	3296090	6993164	4080	0			22670	2
6210014	Syreenikuja 23	4000596	62100	971940	704016	3	3296090	6993164	4080	0			22680	3
6210014	Härsiläntie 251	2153772	62100	971941	704016	3	3296031	6993360	4080	0			22700	1
6210014	Härsiläntie 273	2153773	62100	971942	704016	3	3296026	6993461	4080	0			22720	1
6210014	Härsiläntie 275	5419242	62100	971942	704016	3	3296026	6993461	4080	0			22730	2
6210014	Härsiläntie 271	5736520	62100	971942	704016	3	3296026	6993461	4080	0			22740	3
6210014	Naamintie 12	2153775	62100	971944	704016	3	3296046	6993613	5009	0			22760	1
6210014	Naamintie 6	2153776	62100	971944	704016	3	3296046	6993613	4080	0			22770	2
6210014	Naamintie 11	2153777	62100	971944	704016	3	3296046	6993613	4080	0			22780	3
6210014	Naamintie 7	2153778	62100	971944	704016	3	3296046	6993613	4080	0			22790	4
6210014	Naamintie 9	2153779	62100	971944	704016	3	3296046	6993613	4058	0			22800	5
6210014	Poutunpolku 2	2153784	62100	971953	704017	3	3296495	6993539	5009	0			22830	1
6210014	Poutunpolku 7 A	2153786	62100	971953	704017	3	3296495	6993539	4057	0			22840	2
6210014	Poutunpolku 7	2153785	62100	971953	704017	3	3296495	6993539	4080	0			22850	3
6210014	Poutunpolku 10	2153783	62100	971953	704017	3	3296495	6993539	4080	0			22860	4
6210014	Poutunpolku 14	2153782	62100	971953	704017	3	3296495	6993539	4080	0			22870	5
6210014	Poutunpolku 15	2153787	62100	971953	704017	3	3296495	6993539	4080	0			22880	6
6210014	Toiskanpolku 5	2153789	62100	971958	704017	3	3296450	6993441	4080	0			22900	1
6210014	Toiskanpolku 4	2153790	62100	971958	704017	3	3296450	6993441	4080	0			22910	2
6210014	Toiskanpolku 6	2153791	62100	971958	704017	3	3296450	6993441	4080	0			22920	3
6210014	Toiskanpolku 8	2153792	62100	971958	704017	3	3296450	6993441	4080	0			22930	4
6210014	Toiskanpolku 10	2153793	62100	971958	704017	3	3296400	6993420	4080	0			22940	1
6210014	Toiskanpolku 9	2153794	62100	971963	704017	3	3296400	6993420	4080	0			22960	2
6210014	Toiskanpolku 16 B	5554966	62100	971963	704017	3	3296400	6993420	4080	0			22970	3
6210014	Toiskanpolku 16 C	5545773	62100	971963	704017	3	3296400	6993420	4080	0			22980	4
6210014	Toiskanpolku 16 D	5470609	62100	971963	704017	3	3296400	6993420	4080	0			22990	5
6210014	Toiskanpolku 14	2153797	62100	971963	704017	3	3296400	6993420	4080	0			23000	6
6210014	Toiskanpolku 2 as 16	5403249	62100	971963	704017	3	3296400	6993420		0			23010	7
6210014	Toiskanpolku 12	2153798	62100	971963	704017	3	3296400	6993420	4080	0			23020	8
6210014	Toiskanpolku 13	2153799	62100	971963	704017	3	3296400	6993420	4080	0			23030	9
6210014	Poutuntie 239	2153800	62100	971969	704017	3	3296536	6993381	4080	0			23050	1
6210014	Poutuntie 240	2153801	62100	971970	704017	3	3296473	6993358	4080	0			23070	1
6210014	Pehtorinpolku 3	2153710	62100	971970	704017	3	3296473	6993358	4080	0			23080	2
6210014	Poutuntie 238	2153802	62100	971971	704017	3	3296473	6993358	4058	0			23100	3
6210014	Poutuntie 224	2153803	62100	971972	704017	3	3296541	6993221	4080	0			23120	1
6210014	Poutuntie 223	2153804	62100	971972	704017	3	3296541	6993221	4080	0			23130	2
6210014	Poutuntie 216	2153805	62100	971975	704017	3	3296567	6993174	4080	0			23150	1
6210014	Poutuntie 214	2153806	62100	971975	704017	3	3296567	6993174	4080	0			23160	2
6210014	Talvitienkuja 2	5684786	62100	971975	704017	3	3296567	6993174	4080	0			23180	3
6210014	Larvalankuja 22	4935472	62100	971975	704017	3	3296776	6993244	4080	0			23170	1
6210014	Poutuntie 208	4364296	62100	3674879	704017	3	3296610	6993093	4080	0			23200	1
6210014	Larvalankuja 28	5728455	62100	3670276	704017	3	3296625	6993071	4080	0			23220	1
6210014	Poutuntie 202	2153810	62100	3660155	704017	3	3296638	6993041	4080	0			23240	1
6210014	Poutuntie 201	4164826	62100	3660155	704017	3	3296638	6993041	4080	0			23250	2
6210014	Poutuntie 196	4154264	62100	971977	704017	3	3296663	6992994	4080	0			23270	1
6210014	Poutuntie 198	2153808	62100	971977	704017	3	3296663	6992994	4080	0			23280	2
6210014	Poutuntie 200	2153811	62100	971977	704017	3	3296663	6992994	4080	0			23290	3
6210014	Poutuntie 192	2153812	62100	971981	704017	3	3296708	6992914	4080	0			23310	1
6210014	Poutuntie 190	2153813	62100	971981	704017	3	3296708	6992914	4080	0			23320	2
6210014	Poutuntie 188	2153814	62100	971981	704017	3	3296708	6992914	4080	0			23330	3
6210014	Poutuntie 182	2153815	62100	971986	704017	3	3296726	6992881	4080	0			23350	1
6210014	Poutuntie 180	2153816	62100	971986	704017	3	3296726	6992881	4058	0			23360	2
6210014	Poutuntie 179	2153817	62100	971986	704017	3	3296726	6992881	4080	0			23370	3
6210014	Yliannalantie 10	4000216	62100	3274823	704017	3	3296771	6992792	4080	0			23390	1
6210014	Yliannalantie 6	2153819	62100	3274823	704017	3	3296771	6992792	4080	0			23400	2
6210014	Poutuntie 174	2153818	62100	3274823	704017	3	3296771	6992792	4080	0			23410	3
6210014	Yliannalantie 36	4081808	62100	2925153	704017	3	3296771	6992792	4080	0			23430	4
6210014	Yliannalantie 34	4001740	62100	2925153	704017	3	3296771	6992792	4080	0			23440	5
6210014	Yliannalantie 22	4081807	62100	2925153	704017	3	3296771	6992792	4080	0			23450	6
6210014	Yliannalantie 24	4001739	62100	2925153	704017	3	3296771	6992792	4080	0			23460	7
6210014	Yliannalantie 32	4969349	62100	2925153	704017	3	3297032	6992874	4080	0			23470	1
6210014	Poutuntie 170	2153828	62100	971993	704017	3	3296795	6992749	4080	0			23490	1
6210014	Poutuntie 169 as 1	2153826	62100	971993	704017	3	3296795	6992749	4080	0			23500	2
6210014	Poutuntie 169 as 2	2153825	62100	971993	704017	3	3296795	6992749	4057	0			23510	3
6210014	Poutuntie 168	2153827	62100	971993	704017	3	3296795	6992749	4080	0			23520	4
6210014	Poutuntie 166	2153824	62100	971993	704017	3	3296795	6992749	4080	0			23530	5
6210014	Poutuntie 164	2153829	62100	972001	704017	3	3296795	6992749	4080	0			23550	6
6210014	Poutuntie 162	2153830	62100	972001	704017	3	3296840	6992670	4080	0			23560	1
6210014	Poutuntie 156	2153833	62100	972001	704017	3	3296840	6992670	5009	0			23570	2
6210014	Poutuntie 159	2153832	62100	972001	704017	3	3296840	6992670	5009	0			23580	3
6210014	Poutuntie 154	2153834	62100	972003	704017	3	3296865	6992620	4080	0			23600	1
6210014	Poutuntie 150	2153835	62100	972003	704017	3	3296865	6992620	4080	0			23610	2
6210014	Poutuntie 147	2153836	62100	972003	704017	3	3296865	6992620	4080	0			23620	3
6210014	Poutuntie 142	2153837	62100	972005	704017	3	3296919	6992539	4080	0			23640	1
6210014	Poutuntie 137	2153838	62100	972006	704017	3	3296954	6992480	4080	0			23660	1
6210014	Poutuntie 134	2153840	62100	972007	704017	3	3296992	6992422	4080	0			23680	1
6210014	Poutuntie 135	2153841	62100	972007	704017	3	3296992	6992422	4080	0			23690	2
6210014	Poutuntie 130	4532947	62100	972012	704017	3	3297043	6992334		0			23710	1
6210014	Poutuntie 133	2153842	62100	972012	704017	3	3297009	6992395	4080	0			23720	1
6210014	Poutuntie 128	2153843	62100	972012	704017	3	3297009	6992395	4080	0			23730	2
6210014	Poutuntie 127	2153844	62100	972012	704017	3	3297009	6992395	4080	0			23740	3
6210014	Poutuntie 126	2153845	62100	972012	704017	3	3297009	6992395	4080	0			23750	4
6210014	Poutuntie 124	2153846	62100	972014	704017	3	3297039	6992343	4080	0			23770	1
6210014	Poutuntie 123	2153847	62100	972014	704017	3	3297039	6992343	4080	0			23780	2
6210014	Poutuntie 118	2153849	62100	972015	704017	3	3297068	6992295	4080	0			23800	1
6210014	Poutuntie 114	2153848	62100	972015	704017	3	3297068	6992295	4080	0			23810	2
6210014	Matinkuja 1	5294947	62100	1070479	704017	3	3297127	6992359	4080	0			23830	1
6210014	Matinkuja 3	2305076	62100	1070479	704017	3	3297127	6992359	4080	0			23840	2
6210014	Matinkuja 5	2305078	62100	1070479	704017	3	3297127	6992359	4080	0			23850	3
6210014	Matinkuja 4	2305077	62100	1070479	704017	3	3297127	6992359	4080	0			23860	4
6210014	Latvaturjantie 38	2153850	62100	1070479	704017	3	3297408	6992565	4080	0			23870	1
6210014	Latvaturjantie 42	2153851	62100	1070479	704017	3	3297408	6992565	4080	0			23880	2
6210014	Latvaturjantie 46	2153852	62100	1070479	704017	3	3297408	6992565	4080	0			23890	3
6210014	Poutuntie 100	2153853	62100	972020	704017	3	3297134	6992199	4080	0			23910	1
6210014	Nahkurinkatu 1 A 1	5402866	62100	3556531	704017	3	3297305	6992057	4080	0			23930	1
6210014	Nahkurinkatu 1 A 2	5402867	62100	3556531	704017	3	3297305	6992057	4080	0			23940	2
6210014	Nahkurinkatu 1 A 3	5402868	62100	3556531	704017	3	3297305	6992057	4080	0			23950	3
